price,kilometer,engine,max_power,max_torque,length,width,height,seating_capacity,fuel_tank_capacity,car_age,fuel_type_CNG + CNG,fuel_type_Diesel,fuel_type_Electric,fuel_type_Hybrid,fuel_type_LPG,fuel_type_Petrol,fuel_type_Petrol + CNG,fuel_type_Petrol + LPG,transmission_Manual,owner_First,owner_Fourth,owner_Second,owner_Third,owner_UnRegistered Car,seller_type_Corporate,seller_type_Individual,drivetrain_FWD,drivetrain_RWD
370000,47377,998.0,58.0,78.0,3545.0,1490.0,1475.0,4.0,60.0,6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
325000,23086,1197.0,85.0,113.0,3775.0,1680.0,1620.0,5.0,43.0,12,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
1175000,36313,1591.0,122.0,154.0,4270.0,1780.0,1630.0,5.0,60.0,6,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
351000,39276,1198.0,87.0,109.0,3610.0,1680.0,1500.0,5.0,35.0,11,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
551000,47752,1197.0,82.0,115.0,3985.0,1734.0,1505.0,5.0,45.0,10,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
819999,27963,1199.0,89.0,110.0,3999.0,1734.0,1601.0,5.0,40.0,7,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
990000,24013,998.0,118.0,172.0,3995.0,1770.0,1605.0,5.0,45.0,5,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
925000,66000,1582.0,126.0,265.0,4270.0,1780.0,1630.0,5.0,60.0,9,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
535000,28000,999.0,124.0,170.0,3999.0,1765.0,1708.0,5.0,52.0,10,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
145000,72000,1086.0,62.0,96.0,3565.0,1525.0,1590.0,5.0,35.0,16,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
409000,27069,1199.0,84.0,114.0,3746.0,1647.0,1535.0,5.0,35.0,7,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
490000,43000,1047.0,69.0,140.0,3992.0,1677.0,1537.0,5.0,35.0,7,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
1900000,71000,2393.0,148.0,343.0,4735.0,1830.0,1795.0,8.0,55.0,6,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True
3850000,45600,2143.0,168.0,400.0,4656.0,1890.0,1639.0,5.0,66.0,8,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1125000,60000,1582.0,126.0,260.0,4270.0,1780.0,1665.0,5.0,55.0,7,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
2300000,105101,2143.0,203.0,500.0,4804.0,2141.0,1796.0,5.0,70.0,11,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1095000,45000,1798.0,138.0,173.0,4620.0,1775.0,1475.0,5.0,55.0,9,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
1575000,66000,1968.0,177.0,380.0,4701.0,1826.0,1427.0,5.0,63.0,12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
2400000,34105,1796.0,165.0,240.0,4082.0,1777.0,1297.0,2.0,70.0,15,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
525000,68397,1197.0,82.0,115.0,3985.0,1734.0,1505.0,5.0,45.0,10,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
625000,65000,2498.0,105.0,247.0,3920.0,1726.0,1930.0,6.0,60.0,10,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
605000,27469,1197.0,83.0,115.0,3995.0,1745.0,1500.0,5.0,37.0,6,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
412000,41058,998.0,67.0,90.0,3600.0,1600.0,1560.0,5.0,35.0,9,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
625000,51330,1248.0,89.0,200.0,4490.0,1730.0,1485.0,5.0,43.0,9,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
511000,45969,1373.0,91.0,130.0,4490.0,1730.0,1485.0,5.0,43.0,10,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
1150000,66602,1582.0,126.0,265.0,4270.0,1780.0,1630.0,5.0,60.0,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
885000,57983,1591.0,122.0,154.0,4270.0,1780.0,1630.0,5.0,60.0,9,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
470000,11183,999.0,67.0,91.0,3679.0,1579.0,1478.0,5.0,28.0,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
1611000,46301,1956.0,169.0,350.0,4655.0,1835.0,1760.0,5.0,60.0,6,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
475000,34867,1199.0,84.0,114.0,3746.0,1647.0,1535.0,5.0,35.0,8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
865000,43634,2494.0,101.0,200.0,4585.0,1765.0,1760.0,7.0,55.0,10,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True
3800000,9512,1995.0,190.0,400.0,4657.0,1881.0,1678.0,5.0,67.0,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2475000,11293,1956.0,171.0,350.0,4395.0,1818.0,1640.0,5.0,60.0,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
400000,78000,2179.0,120.0,290.0,4430.0,1817.0,1975.0,8.0,60.0,11,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
440000,50374,1198.0,87.0,109.0,3610.0,1680.0,1500.0,5.0,35.0,9,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
2800000,15900,1998.0,181.0,270.0,4633.0,1811.0,1429.0,5.0,57.0,8,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
645000,64000,1497.0,117.0,145.0,4440.0,1695.0,1495.0,5.0,40.0,8,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
365000,78000,1199.0,74.0,180.0,3970.0,1682.0,1453.0,5.0,45.0,12,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
1044999,24000,1462.0,103.0,138.0,3995.0,1790.0,1640.0,5.0,48.0,4,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
515000,40310,1196.0,73.0,101.0,3675.0,1475.0,1800.0,7.0,40.0,6,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True
455000,69700,1197.0,79.0,112.0,3765.0,1660.0,1520.0,5.0,43.0,10,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
1800000,74073,1995.0,184.0,380.0,4648.0,1881.0,1661.0,5.0,67.0,13,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3499000,73000,2755.0,174.0,450.0,4795.0,1855.0,1835.0,7.0,80.0,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
190000,130000,1799.0,130.0,171.62,4545.0,1750.0,1450.0,5.0,50.0,19,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False
775000,24000,1197.0,89.0,113.0,3845.0,1735.0,1530.0,5.0,37.0,4,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
825000,43000,1493.0,99.0,240.0,3995.0,1775.0,1505.0,5.0,37.0,4,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
2250000,40500,1968.0,141.0,320.0,4456.0,1796.0,1416.0,5.0,50.0,9,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
865000,49013,1497.0,117.0,145.0,4440.0,1695.0,1495.0,5.0,40.0,8,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
299000,64983,1399.0,68.0,160.0,3795.0,1680.0,1427.0,5.0,45.0,12,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
570000,92270,1199.0,89.0,110.0,3955.0,1694.0,1544.0,5.0,40.0,8,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
385000,65000,1198.0,74.0,110.0,3970.0,1682.0,1453.0,5.0,45.0,12,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
350000,110000,1498.0,99.0,200.0,3990.0,1680.0,1505.0,5.0,35.0,11,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
2345000,47000,2494.0,179.0,233.0,4825.0,1825.0,1480.0,5.0,70.0,8,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
1650000,10000,1997.0,150.0,320.0,3985.0,1820.0,1844.0,4.0,57.0,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
1100000,51500,2143.0,207.0,500.0,4596.0,1770.0,1447.0,5.0,66.0,14,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
2900000,35000,1968.0,184.0,380.0,4385.0,1831.0,1608.0,5.0,64.0,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
545000,61518,1197.0,83.0,115.0,3995.0,1745.0,1500.0,5.0,37.0,8,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
2990000,34000,1995.0,184.0,350.0,4454.0,2044.0,1545.0,5.0,63.0,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
615000,36058,1197.0,83.0,115.0,3995.0,1745.0,1500.0,5.0,37.0,8,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
890000,88000,1582.0,126.0,265.0,4270.0,1780.0,1630.0,5.0,60.0,9,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
430000,98112,1598.0,103.0,153.0,4384.0,1699.0,1466.0,5.0,55.0,10,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
1650000,58000,2143.0,170.0,400.0,4596.0,1770.0,1447.0,5.0,66.0,12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
1599000,92355,2494.0,202.0,270.0,4825.0,1825.0,1480.0,5.0,65.0,10,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
691000,16652,1197.0,89.0,113.0,3995.0,1735.0,1515.0,5.0,37.0,6,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
650000,76584,1461.0,108.0,248.0,4331.0,1822.0,1671.0,5.0,50.0,9,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
415000,42500,998.0,58.0,77.0,3599.0,1495.0,1700.0,5.0,35.0,10,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
669000,70000,1248.0,89.0,200.0,3995.0,1790.0,1640.0,5.0,48.0,9,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
16200000,2766,2995.0,335.0,450.0,4931.0,1983.0,1676.0,4.0,75.0,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
5100000,56000,1991.0,241.0,370.0,4686.0,1810.0,1409.0,4.0,59.0,8,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True
525000,68766,1197.0,82.0,115.0,3985.0,1734.0,1505.0,5.0,45.0,10,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
750000,16339,1591.0,121.0,158.0,4375.0,1700.0,1475.0,5.0,43.0,7,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
445000,63882,1198.0,87.0,109.0,3990.0,1680.0,1505.0,5.0,35.0,9,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
493000,28732,1798.0,138.0,173.0,4540.0,1760.0,1480.0,5.0,55.0,13,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
611000,51349,1197.0,82.0,115.0,3985.0,1734.0,1505.0,5.0,45.0,8,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
475000,61866,1197.0,79.0,112.0,3765.0,1660.0,1520.0,5.0,43.0,11,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
925000,29401,1591.0,122.0,154.0,4270.0,1780.0,1630.0,5.0,60.0,8,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
1325000,98580,1968.0,177.0,380.0,4915.0,1874.0,1455.0,5.0,65.0,13,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
3900000,8000,1995.0,184.0,350.0,4454.0,2044.0,1545.0,5.0,63.0,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
1299000,31348,1497.0,115.0,300.0,3995.0,1821.0,1627.0,5.0,42.0,5,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
580000,28851,1248.0,74.0,190.0,3840.0,1735.0,1530.0,5.0,37.0,7,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False
1575000,8519,1997.0,150.0,300.0,3985.0,1820.0,1844.0,4.0,57.0,4,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
375000,78000,1497.0,118.0,146.0,4420.0,1695.0,1480.0,5.0,42.0,14,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
2250000,48000,2143.0,204.0,500.0,4879.0,1854.0,1474.0,5.0,80.0,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
1400000,143000,2982.0,169.0,360.0,4705.0,1840.0,1850.0,7.0,80.0,11,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
425000,39000,1248.0,74.0,190.0,3995.0,1706.0,1570.0,5.0,44.0,8,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
425000,24000,1598.0,104.0,153.0,4386.0,1699.0,1466.0,5.0,55.0,11,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
250000,62000,796.0,47.0,69.0,3395.0,1490.0,1475.0,5.0,35.0,10,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
425000,78000,1248.0,89.0,200.0,4265.0,1695.0,1685.0,7.0,45.0,13,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
120000,48500,1086.0,63.0,89.0,3565.0,1525.0,1590.0,5.0,35.0,16,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
235000,82000,1399.0,68.0,160.0,3795.0,1680.0,1427.0,5.0,45.0,11,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
3050000,40910,1968.0,141.0,320.0,4456.0,1796.0,1416.0,5.0,50.0,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
2145000,10290,1956.0,168.0,350.0,4598.0,1894.0,1706.0,5.0,50.0,5,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
1245000,10530,998.0,118.0,172.0,3995.0,1775.0,1505.0,5.0,37.0,4,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
549000,61900,1197.0,82.0,115.0,3985.0,1734.0,1505.0,5.0,45.0,10,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
484999,78000,1199.0,74.0,180.0,3970.0,1682.0,1453.0,5.0,45.0,12,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
415000,57402,1197.0,85.0,114.0,3995.0,1695.0,1555.0,5.0,42.0,11,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
200000,57000,1086.0,62.0,96.0,3565.0,1525.0,1590.0,5.0,35.0,12,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
375000,87500,1197.0,81.0,114.0,3765.0,1660.0,1520.0,5.0,43.0,10,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
1875000,18000,1353.0,138.0,242.0,4300.0,1790.0,1635.0,5.0,50.0,3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
2950000,10700,1984.0,188.0,320.0,4318.0,1805.0,1548.0,5.0,55.0,5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
4900000,78000,2967.0,245.0,600.0,5052.0,1968.0,1740.0,7.0,75.0,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1050000,16282,998.0,118.0,172.0,3995.0,1775.0,1505.0,5.0,37.0,5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
470000,66000,1582.0,126.0,260.0,4370.0,1700.0,1475.0,5.0,43.0,12,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
345000,72019,998.0,67.0,90.0,3599.0,1495.0,1700.0,5.0,35.0,8,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
550000,92170,2609.0,116.0,277.0,4495.0,1817.0,1975.0,7.0,60.0,18,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
484999,55221,1197.0,81.0,114.0,3765.0,1660.0,1520.0,5.0,43.0,7,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
3350000,25000,2755.0,174.0,450.0,4795.0,1855.0,1835.0,7.0,80.0,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
5651000,1,1984.0,248.0,370.0,4663.0,1898.0,1659.0,5.0,70.0,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
890000,23500,1498.0,105.0,142.0,4360.0,1822.0,1695.0,5.0,50.0,5,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
325000,68000,1197.0,85.0,114.0,3995.0,1695.0,1555.0,5.0,42.0,13,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False
1390000,29096,1591.0,122.0,151.0,4270.0,1780.0,1665.0,5.0,55.0,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
459999,61223,1197.0,81.0,114.0,3765.0,1660.0,1520.0,5.0,43.0,9,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
1075000,86000,1956.0,171.0,350.0,4395.0,1818.0,1640.0,5.0,60.0,8,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
484999,87000,1582.0,126.0,260.0,4440.0,1729.0,1475.0,5.0,45.0,12,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
385000,79287,1197.0,83.0,113.796,3995.0,1710.0,1505.0,5.0,45.0,12,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
3900000,48945,1968.0,190.0,400.0,4933.0,1874.0,1455.0,5.0,75.0,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1050000,17000,1497.0,121.0,300.0,4585.0,1866.0,1774.0,8.0,45.0,6,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
1575000,55000,1493.0,113.0,250.0,4315.0,1800.0,1645.0,5.0,50.0,6,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
655000,38779,1197.0,83.0,115.0,3995.0,1745.0,1500.0,5.0,37.0,9,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
4500000,72000,1950.0,192.0,400.0,5063.0,1860.0,1494.0,5.0,80.0,6,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
865000,67000,1248.0,89.0,200.0,4296.0,1695.0,1685.0,7.0,45.0,9,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
699000,67000,1591.0,121.0,158.0,4370.0,1700.0,1475.0,5.0,43.0,8,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
425000,70000,1582.0,126.0,260.0,4370.0,1700.0,1475.0,5.0,43.0,13,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
6500000,6000,1999.0,177.0,430.0,4600.0,2069.0,1724.0,7.0,70.0,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2900000,46000,2755.0,174.0,450.0,4795.0,1855.0,1835.0,7.0,80.0,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
4550000,34000,2143.0,201.0,500.0,4819.0,2141.0,1796.0,5.0,93.0,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
490000,23103,1197.0,81.0,114.0,3995.0,1660.0,1520.0,5.0,43.0,10,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
11500000,27000,4663.0,453.0,700.0,5453.0,1899.0,1498.0,4.0,70.0,9,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
1475000,9576,1591.0,122.0,151.0,4270.0,1780.0,1665.0,5.0,55.0,6,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
1729000,27000,1451.0,141.0,250.0,4655.0,1835.0,1760.0,5.0,60.0,5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
1764999,1942,1498.0,108.0,144.0,4323.0,1809.0,1650.0,5.0,48.0,4,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
250000,119300,2354.0,152.0,215.0,4630.0,1780.0,1710.0,5.0,58.0,19,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
245000,55000,796.0,47.0,69.0,3395.0,1490.0,1475.0,5.0,35.0,9,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
490000,98000,1461.0,84.0,200.0,4315.0,1822.0,1695.0,5.0,50.0,10,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
550000,61400,1197.0,81.0,114.0,3765.0,1660.0,1520.0,5.0,43.0,8,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
675000,87693,1497.0,117.0,145.0,4440.0,1695.0,1495.0,5.0,40.0,9,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
2225000,31000,1991.0,181.0,300.0,4686.0,1810.0,1442.0,5.0,66.0,10,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
560000,75210,1396.0,89.0,220.0,3985.0,1734.0,1505.0,5.0,40.0,9,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False
225000,69000,1598.0,105.0,153.0,4000.0,1642.0,1522.0,5.0,45.0,13,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
499000,88000,1498.0,103.0,250.0,4386.0,1699.0,1466.0,5.0,55.0,11,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
1055000,15000,998.0,118.0,172.0,3995.0,1790.0,1647.0,5.0,45.0,5,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False
2048999,45350,2179.0,153.0,360.0,4585.0,1890.0,1785.0,7.0,70.0,5,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
2775000,68189,1995.0,188.0,400.0,4633.0,1811.0,1429.0,5.0,57.0,7,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
1650000,75000,2143.0,134.0,300.0,4417.0,1804.0,1494.0,5.0,50.0,10,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
350000,45000,998.0,68.0,90.0,3539.0,1495.0,1700.0,5.0,35.0,12,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False
